,Unnamed: 0,SN,Movie,Worldwide,India Net,India Gross,Overseas,Budget,Verdict,imdb_id,Run_time (min),Released_month,imdb_Rating,imdb_Votes
212,222,223,102 Not Out,1150000000,520000000,670000000,480000000,340000000,Hit,tt6580564,102.0,May,7.4,7640.0
213,223,224,Fanaa,1020000000,510000000,700000000,320000000,300000000,SuperHit,tt0439662,168.0,May,7.1,36111.0
214,224,225,Hate Story 3,750000000,510000000,690000000,50000000,200000000,Hit,tt4865436,126.0,Dec,4.6,3541.0
215,225,226,Delhi Belly,870000000,510000000,690000000,170000000,230000000,Hit,tt1934231,103.0,Jul,7.6,33003.0
216,226,227,Kahaani,790000000,510000000,690000000,90000000,150000000,Hit,tt1821480,122.0,Mar,8.1,67697.0
217,227,228,Golmaal Returns,820000000,510000000,690000000,120000000,350000000,SuperHit,tt1092005,135.0,Oct,5.2,9371.0
218,228,229,Main Tera Hero,770000000,500000000,680000000,80000000,400000000,Hit,tt2762334,128.0,Apr,5.1,10579.0
219,229,230,Sachin A Billion Dreams,700000000,500000000,650000000,50000000,390000000,Average,tt4640206,138.0,May,8.5,8438.0
220,230,231,Sachin: A Billion Dreams,700000000,500000000,650000000,50000000,390000000,Average,tt4640206,138.0,May,8.5,8438.0
221,231,232,Bachchhan Paandey,700000000,500000000,590000000,100000000,1650000000,Disaster,tt10699086,147.0,Mar,5.0,36839.0
222,233,234,Badlapur,780000000,500000000,670000000,110000000,200000000,Hit,tt3678782,134.0,Feb,7.4,26310.0
223,234,235,Kis Kisko Pyaar Karoon,720000000,490000000,670000000,40000000,180000000,Hit,tt4302956,133.0,Sep,5.6,6464.0
225,236,237,Kai Po Che!,740000000,490000000,660000000,70000000,300000000,Hit,tt2213054,120.0,Feb,7.8,39396.0
226,237,238,Bhool Bhulaiyaa,820000000,490000000,680000000,140000000,320000000,SuperHit,tt0995031,159.0,Oct,7.5,36269.0
227,238,239,Kites,870000000,490000000,660000000,210000000,650000000,Flop,tt1198101,123.0,May,6.0,13956.0
228,239,240,Raksha Bandhan,680000000,480000000,570000000,110000000,700000000,Below Average,tt12834962,108.0,Aug,5.4,26878.0
229,240,241,De Dana Dan,810000000,480000000,640000000,170000000,600000000,Average,tt1255951,162.0,Nov,5.9,11466.0
230,241,242,Marjaavaan,620000000,480000000,550000000,60000000,500000000,Average,tt9248934,152.0,Nov,3.7,4722.0
231,242,243,Murder 2,670000000,470000000,640000000,30000000,130000000,SuperHit,tt1918965,127.0,Jul,6.3,7945.0
232,243,244,Himmatwala,650000000,470000000,640000000,10000000,680000000,Flop,tt2344678,150.0,Mar,1.7,9313.0
233,244,245,Mardaani 2,670000000,470000000,570000000,100000000,300000000,Hit,tt5668770,103.0,Dec,7.3,10607.0
234,245,246,Heyy Babyy,830000000,470000000,630000000,200000000,300000000,Hit,tt0806088,144.0,Aug,6.1,16476.0
235,246,247,Kambakkht Ishq,850000000,470000000,630000000,220000000,500000000,Average,tt1144804,142.0,Jul,3.8,7658.0
236,247,248,Koi... Mil Gaya,800000000,460000000,700000000,90000000,280000000,SuperHit,tt0254481,171.0,Aug,7.1,28267.0
237,248,249,Kuch Kuch Hota Hai,910000000,460000000,630000000,270000000,140000000,All Time Blockbuster,tt0172684,185.0,Oct,7.5,58570.0
238,249,250,Ragini MMS 2,620000000,460000000,610000000,0,180000000,Hit,tt2609218,119.0,Mar,3.8,3167.0
239,250,251,Thank You,720000000,460000000,620000000,90000000,600000000,Flop,tt1720254,125.0,Apr,4.8,6478.0
240,251,252,Shuddh Desi Romance,750000000,460000000,620000000,120000000,250000000,Hit,tt2988272,141.0,Sep,5.8,10342.0
241,252,253,Hichki,2360000000,450000000,590000000,1770000000,200000000,Hit,tt6588966,116.0,Mar,7.5,14225.0
242,253,254,October,670000000,450000000,590000000,80000000,400000000,Hit,tt7700730,115.0,Apr,7.6,19685.0
243,254,255,Veer,650000000,450000000,610000000,40000000,550000000,Below Average,tt1185412,169.0,Jan,4.6,8900.0
244,255,256,Ishaqzaade,610000000,450000000,610000000,0,160000000,Hit,tt2308773,120.0,May,6.5,8496.0
245,256,257,Guru,820000000,450000000,610000000,210000000,220000000,Hit,tt0499375,166.0,Jan,7.7,25336.0
246,257,258,New York,750000000,450000000,580000000,160000000,220000000,SuperHit,tt1328634,153.0,Jun,6.8,12388.0
247,259,260,Kabhi Alvida Naa Kehna,1110000000,440000000,600000000,500000000,450000000,Average,tt0449999,193.0,Aug,6.1,22834.0
248,260,261,No Entry,730000000,440000000,620000000,100000000,220000000,SuperHit,tt0451833,158.0,Aug,6.6,13071.0
249,261,262,Roy,560000000,440000000,520000000,30000000,500000000,Flop,tt2976182,146.0,Feb,3.2,7955.0
250,262,263,K.G.F : Chapter 1,2370000000,440000000,2270000000,100000000,800000000,Blockbuster,tt7838252,154.0,Dec,8.2,102678.0
251,263,264,ABCD: Any Body Can Dance,610000000,440000000,570000000,30000000,200000000,Hit,tt2321163,160.0,Feb,6.3,7594.0
252,264,265,Dostana,810000000,440000000,590000000,220000000,400000000,Average,tt1185420,145.0,Nov,6.4,16563.0
253,265,266,Double Dhamaal,710000000,440000000,590000000,110000000,300000000,Hit,tt1728239,138.0,Jul,4.0,4760.0
254,266,267,Kaho Naa... Pyaar Hai,780000000,440000000,730000000,50000000,100000000,Blockbuster,tt0234000,172.0,Jan,6.9,16937.0
255,267,268,Heroine,700000000,430000000,580000000,120000000,350000000,Average,tt1949548,149.0,Sep,5.0,4657.0
257,269,270,Raja Hindustani,760000000,430000000,600000000,150000000,60000000,All Time Blockbuster,tt0117437,177.0,Nov,6.1,8557.0
258,270,271,Agent Vinod,710000000,430000000,560000000,140000000,550000000,Flop,tt1395025,157.0,Mar,5.2,8204.0
259,271,272,Shaandaar,730000000,430000000,590000000,130000000,690000000,Flop,tt4007558,144.0,Oct,3.6,6557.0
260,272,273,I Hate Luv Storys,720000000,420000000,580000000,140000000,240000000,Hit,tt1667838,129.0,Jul,5.7,8751.0
261,273,274,Romeo Akbar Walter,580000000,420000000,500000000,70000000,350000000,Above Average,tt8550208,141.0,Apr,6.7,6433.0
262,275,276,Madras Cafe,660000000,420000000,570000000,90000000,340000000,Average,tt2855648,130.0,Aug,7.6,25575.0
263,276,277,Desi Boyz,800000000,420000000,570000000,220000000,540000000,Flop,tt1985981,122.0,Nov,5.7,15421.0
264,277,278,Veer-Zaara,950000000,420000000,570000000,380000000,220000000,SuperHit,tt0420332,192.0,Nov,7.8,59059.0
265,278,279,Jannat 2,620000000,420000000,570000000,50000000,230000000,Hit,tt2319889,150.0,May,6.3,6161.0
266,279,280,Mohabbatein,760000000,410000000,560000000,200000000,190000000,Blockbuster,tt0213890,216.0,Oct,7.1,35279.0
267,280,281,Devdas,900000000,410000000,560000000,340000000,300000000,Hit,tt0238936,185.0,Jul,7.5,49605.0
268,281,282,All The Best: Fun Begins,580000000,410000000,530000000,40000000,400000000,Average,tt1433905,144.0,Oct,6.2,7356.0
269,282,283,Kaminey,700000000,410000000,550000000,140000000,330000000,Above Average,tt1274295,130.0,Aug,7.4,18336.0
270,283,284,Chashme Baddoor,590000000,410000000,550000000,30000000,220000000,Hit,tt2229848,121.0,Apr,5.4,5404.0
271,284,285,Pagalpanti,510000000,410000000,470000000,40000000,600000000,Flop,tt9495690,149.0,Nov,3.3,2958.0
272,285,286,Atithi Tum Kab Jaoge?,570000000,410000000,550000000,10000000,200000000,Hit,tt1578116,155.0,Mar,6.5,7099.0
273,286,287,Wazir,780000000,410000000,550000000,230000000,350000000,Average,tt0315642,103.0,Jan,7.1,20424.0
274,287,288,Batti Gul Meter Chalu,580000000,400000000,520000000,60000000,550000000,Flop,tt7720922,161.0,Sep,5.9,6515.0
275,288,289,Phir Hera Pheri,690000000,400000000,550000000,140000000,180000000,SuperHit,tt0419058,153.0,Jun,7.3,29070.0
276,289,290,Matru Ki Bijlee Ka Mandola,620000000,400000000,540000000,70000000,430000000,Flop,tt2106537,151.0,Jan,5.6,6392.0
277,290,291,Anjaana Anjaani,680000000,400000000,540000000,140000000,380000000,Average,tt1499201,151.0,Oct,5.7,7578.0
278,291,292,Bhagam Bhag,670000000,400000000,540000000,130000000,320000000,Hit,tt0805184,157.0,Dec,6.7,16253.0
279,292,293,Love Aaj Kal,570000000,400000000,470000000,100000000,600000000,Flop,tt1275863,128.0,Jul,6.8,17340.0
280,292,293,Love Aaj Kal,570000000,400000000,470000000,100000000,600000000,Flop,tt1275863,128.0,Jul,6.8,17340.0
281,293,294,Yaariyan,540000000,400000000,540000000,0,160000000,Hit,tt3382148,145.0,Jan,2.8,3834.0
282,294,295,Shamshera,600000000,390000000,470000000,130000000,1500000000,Disaster,tt8426926,178.0,Jul,4.7,57406.0
283,295,296,Aarakshan,640000000,390000000,530000000,100000000,450000000,Flop,tt1848771,164.0,Aug,6.2,5997.0
285,297,298,Ek Main Aur Ekk Tu,730000000,390000000,530000000,200000000,320000000,Average,tt1703958,110.0,Feb,5.8,7408.0
286,298,299,Border,640000000,390000000,620000000,20000000,100000000,All Time Blockbuster,tt5501104,110.0,Oct,7.0,36168.0
287,299,300,Bhoothnath Returns,580000000,390000000,520000000,50000000,320000000,Average,tt3531852,155.0,Apr,6.5,6575.0
288,300,301,Tevar,560000000,390000000,520000000,30000000,450000000,Flop,tt3398048,157.0,Jan,4.2,3455.0
289,302,303,Kal Ho Naa Ho,820000000,380000000,520000000,290000000,280000000,Hit,tt0347304,186.0,Nov,7.9,77007.0
290,303,304,Khatta Meetha,620000000,380000000,520000000,100000000,350000000,Average,tt1455811,157.0,Jul,6.0,13101.0
291,304,305,Blue,630000000,380000000,520000000,110000000,750000000,Flop,tt0090756,120.0,Oct,7.7,233096.0
292,305,306,Cirkus,600000000,380000000,450000000,150000000,700000000,Flop,tt11112808,139.0,Dec,4.4,23884.0
293,306,307,A Flying Jatt,560000000,380000000,520000000,40000000,450000000,Flop,tt5235880,151.0,Aug,3.1,5687.0
294,307,308,Ta Ra Rum Pum,680000000,380000000,510000000,160000000,280000000,Above Average,tt0833553,153.0,Apr,5.7,5768.0
295,308,309,Hasee Toh Phasee,630000000,370000000,510000000,110000000,250000000,Average,tt3173910,141.0,Feb,6.8,16678.0
296,309,310,Main Hoon Na,700000000,370000000,500000000,200000000,250000000,Hit,tt0347473,182.0,Apr,7.1,41437.0
297,310,311,MOM,650000000,370000000,510000000,130000000,350000000,Average,tt2660806,30.0,Sep,7.4,41588.0
298,311,312,Namastey London,710000000,370000000,510000000,190000000,210000000,SuperHit,tt0795434,128.0,Mar,7.1,23329.0
299,312,313,Shaadi Ke Side Effects,690000000,370000000,500000000,190000000,410000000,Flop,tt3302962,145.0,Feb,5.6,4289.0
300,313,314,Naam Shabana,550000000,360000000,480000000,70000000,250000000,Above Average,tt6170954,147.0,Mar,6.2,7654.0
301,314,315,Tanu Weds Manu,530000000,360000000,490000000,40000000,200000000,Hit,tt1694542,113.0,Feb,6.8,16853.0
302,315,316,Bachna Ae Haseeno,620000000,360000000,470000000,150000000,230000000,Hit,tt1182972,152.0,Aug,6.2,13051.0
303,317,318,Thank God,480000000,360000000,420000000,60000000,700000000,Flop,tt13795296,121.0,Oct,5.6,12538.0
304,318,319,Fukrey,500000000,360000000,480000000,10000000,170000000,Hit,tt2806788,139.0,Jun,6.9,13632.0
305,319,320,Mastizaade,510000000,360000000,480000000,20000000,300000000,Average,tt3726012,119.0,Jan,2.4,3080.0
306,320,321,Bunty Aur Babli,620000000,360000000,500000000,120000000,120000000,SuperHit,tt0448206,170.0,May,6.2,8508.0
307,321,322,Tumhari Sulu,500000000,360000000,460000000,40000000,170000000,Hit,tt6791730,150.0,Nov,7.0,5583.0
308,322,323,Bullett Raja,530000000,360000000,480000000,40000000,510000000,Flop,tt2551378,138.0,Nov,4.9,4159.0
309,323,324,Ramaiya Vastavaiya,500000000,360000000,480000000,10000000,380000000,Flop,tt2357926,148.0,Jul,5.8,4886.0
310,324,325,Ghayal Once Again,570000000,350000000,480000000,90000000,500000000,Flop,tt4683366,127.0,Feb,6.2,5458.0
311,325,326,Force 2,580000000,350000000,480000000,100000000,400000000,Flop,tt5156746,127.0,Nov,6.2,6154.0
312,326,327,Mardaani,590000000,350000000,480000000,110000000,200000000,Hit,tt3495000,113.0,Aug,7.3,13650.0
313,327,328,Finding Fanny,630000000,350000000,480000000,150000000,250000000,Average,tt3142688,102.0,Sep,5.7,6787.0
314,328,329,Runway 34,500000000,350000000,410000000,90000000,600000000,Flop,tt11460992,145.0,Apr,7.0,31205.0
315,329,330,Vicky Donor,540000000,350000000,470000000,60000000,100000000,Hit,tt2317337,126.0,Apr,7.7,45945.0
316,330,331,Badmaash Company,500000000,340000000,470000000,30000000,200000000,Above Average,tt1602476,142.0,May,6.1,7986.0
317,331,332,Chhapaak,550000000,340000000,400000000,150000000,500000000,Flop,tt9614460,120.0,Jan,5.4,27804.0
318,332,333,Dil To Pagal Hai,580000000,340000000,470000000,110000000,90000000,Blockbuster,tt0118983,180.0,Oct,7.0,24940.0
319,333,334,English Vinglish,830000000,340000000,460000000,370000000,200000000,Hit,tt2181931,134.0,Oct,7.8,40807.0
320,334,335,Judgementall Hai Kya,490000000,340000000,410000000,80000000,350000000,Average,tt8108196,121.0,Jul,5.9,7060.0
321,335,336,Hamari Adhuri Kahani,510000000,340000000,460000000,50000000,380000000,Below Average,tt3483612,129.0,Jun,6.7,6991.0
322,336,337,Lagaan: Once Upon a Time in India,580000000,340000000,460000000,110000000,250000000,Hit,tt0169102,224.0,Jun,8.1,122152.0
323,338,339,Sarkar Raj,570000000,340000000,450000000,110000000,250000000,Average,tt0490210,125.0,Jun,6.7,7920.0
324,339,340,Yamla Pagla Deewana 2,480000000,330000000,450000000,20000000,300000000,Average,tt2510874,154.0,Jun,3.5,2138.0
325,340,341,Panipat,490000000,330000000,400000000,90000000,800000000,Disaster,tt8176040,171.0,Dec,5.2,6195.0
326,341,342,Hero,490000000,330000000,450000000,30000000,320000000,Average,tt0299977,107.0,Aug,7.9,190575.0
327,342,343,Bell Bottom,530000000,330000000,390000000,140000000,1800000000,Flop,tt9430780,130.0,Feb,8.2,2686.0
328,343,344,Azhar,500000000,330000000,440000000,50000000,380000000,Flop,tt4906984,130.0,May,5.7,6061.0
329,344,345,Kill Dil,580000000,330000000,440000000,130000000,400000000,Flop,tt3380264,127.0,Nov,4.5,4527.0
330,345,346,Dhamaal,510000000,330000000,450000000,50000000,170000000,Hit,tt0845448,136.0,Sep,7.5,19863.0
331,346,347,Kahaani 2,550000000,330000000,440000000,110000000,250000000,Average,tt5477608,127.0,Dec,6.5,6222.0
332,347,348,Ladies vs Ricky Bahl,490000000,320000000,440000000,40000000,200000000,Average,tt1954598,140.0,Dec,6.0,10856.0
333,348,349,Uunchai,480000000,320000000,380000000,90000000,450000000,Hit,tt15309708,173.0,Nov,7.0,7573.0
334,349,350,Munna Michael,480000000,320000000,450000000,20000000,410000000,Flop,tt6117702,140.0,Jul,3.4,4015.0
335,350,351,Ghanchakkar,470000000,320000000,440000000,20000000,290000000,Below Average,tt2246724,137.0,Jul,5.9,5339.0
336,351,352,Jai Gangaajal,490000000,320000000,440000000,50000000,330000000,Below Average,tt4979082,149.0,Mar,5.8,2603.0
337,352,353,Rascals,490000000,320000000,440000000,50000000,450000000,Flop,tt1830786,128.0,Oct,3.0,3160.0
338,353,354,Jolly LLB,460000000,320000000,430000000,20000000,120000000,Hit,tt2621000,135.0,Mar,7.5,22727.0
339,355,356,Soorma,470000000,320000000,410000000,60000000,320000000,Above Average,tt7690638,131.0,Jul,7.3,5781.0
340,356,357,Commando 3,90000000,320000000,70000000,20000000,400000000,Above Average,tt8983168,133.0,Nov,5.9,4596.0
341,357,358,Shehzada,470000000,320000000,370000000,100000000,650000000,Flop,tt13130948,142.0,Feb,4.5,31748.0
342,358,359,Dhoom,480000000,310000000,420000000,60000000,110000000,SuperHit,tt0422091,129.0,Aug,6.6,23663.0
343,359,360,Karthikeya 2,1170000000,310000000,1020000000,150000000,150000000,Blockbuster,tt13664684,150.0,Aug,7.9,64535.0
344,360,361,Baar Baar Dekho,620000000,310000000,420000000,200000000,530000000,Flop,tt5197544,141.0,Sep,5.4,7844.0
345,361,362,Vivah,480000000,310000000,430000000,40000000,80000000,Blockbuster,tt0494290,160.0,Nov,6.7,11118.0
346,362,363,Patiala House,550000000,310000000,420000000,120000000,300000000,Flop,tt1535467,140.0,Feb,5.6,9700.0
347,363,364,Bhoot Part One,390000000,310000000,360000000,30000000,500000000,Flop,tt10463030,114.0,Feb,5.4,6032.0
348,364,365,Jab We Met,480000000,300000000,410000000,70000000,150000000,Hit,tt1093370,138.0,Oct,7.9,60625.0
349,365,366,Highway,520000000,300000000,410000000,110000000,250000000,Average,tt2980794,133.0,Feb,7.6,31758.0
350,366,367,Thappad,430000000,300000000,360000000,70000000,220000000,Average,tt10964430,142.0,Feb,7.0,27133.0
351,367,368,Talvar,470000000,300000000,410000000,60000000,150000000,Hit,tt4934950,132.0,Oct,8.1,38990.0
352,368,369,Delhi-6,500000000,300000000,390000000,100000000,400000000,Flop,tt1043451,141.0,Feb,6.2,8765.0
353,369,370,Raaz Reboot,430000000,300000000,400000000,20000000,310000000,Flop,tt5639388,128.0,Sep,4.4,2185.0
354,370,371,Peepli Live,470000000,300000000,400000000,60000000,120000000,Hit,tt1447508,95.0,Aug,7.4,12960.0
355,371,372,Paa,460000000,300000000,400000000,60000000,180000000,Hit,tt1532957,133.0,Dec,7.1,12852.0
356,372,373,Jism 2,420000000,300000000,400000000,10000000,110000000,Hit,tt2226666,130.0,Aug,3.1,3693.0
357,373,374,Ittefaq,510000000,300000000,380000000,120000000,200000000,Average,tt6692354,105.0,Nov,7.2,15211.0
358,374,375,Dum Laga Ke Haisha,420000000,300000000,400000000,20000000,120000000,Hit,tt13322956,109.0,Nov,8.0,83.0
359,375,376,Jannat,400000000,290000000,400000000,0,100000000,SuperHit,tt8843162,138.0,Aug,5.8,34.0
360,376,377,Thor: Love And Thunder,55500000000,290000000,1270000000,30500000000,19000000000,Hit,tt10648342,118.0,Jul,6.2,436594.0
361,377,378,Golmaal: Fun Unlimited,460000000,290000000,390000000,60000000,110000000,SuperHit,tt0495034,150.0,Jul,7.5,19937.0
362,378,379,Mausam,520000000,290000000,390000000,120000000,450000000,Flop,tt1627924,161.0,Sep,4.8,5699.0
363,379,380,Shootout at Lokhandwala,440000000,290000000,390000000,40000000,170000000,Above Average,tt0811066,122.0,May,7.1,11047.0
364,380,381,Tashan,510000000,290000000,390000000,110000000,310000000,Average,tt0995752,120.0,Apr,3.8,5916.0
365,382,383,Mujhse Shaadi Karogi,550000000,290000000,390000000,160000000,190000000,Hit,tt0418362,163.0,Jul,6.7,17362.0
366,383,384,Guzaarish,530000000,290000000,390000000,140000000,550000000,Disaster,tt1438298,126.0,Nov,7.4,19992.0
367,384,385,Action Replayy,480000000,290000000,390000000,80000000,550000000,Flop,tt1396208,129.0,Nov,4.3,7328.0
368,385,386,Garam Masala,540000000,290000000,390000000,150000000,170000000,Hit,tt0453671,146.0,Nov,6.8,17604.0
369,386,387,Lootera,460000000,290000000,390000000,70000000,300000000,Flop,tt0357875,145.0,Sep,6.5,29.0
370,387,388,Dil Toh Baccha Hai Ji,400000000,280000000,390000000,10000000,270000000,Below Average,tt1727496,143.0,Jan,5.9,4288.0
371,388,389,Ferrari Ki Sawaari,440000000,280000000,370000000,60000000,150000000,Hit,tt2122340,140.0,Jun,6.4,6011.0
372,389,390,Happy Bhaag Jayegi,460000000,280000000,400000000,60000000,200000000,Hit,tt5472758,126.0,Aug,6.4,5833.0
373,390,391,Akira,430000000,280000000,380000000,50000000,300000000,Flop,tt0094625,124.0,Jul,8.0,216679.0
374,391,392,Pari,390000000,280000000,360000000,20000000,300000000,Above Average,tt7329858,136.0,Mar,6.6,7353.0
375,392,393,Players,470000000,280000000,380000000,80000000,550000000,Disaster,tt14833464,105.0,Feb,5.7,11609.0
376,393,394,London Dreams,450000000,280000000,380000000,60000000,450000000,Flop,tt0486615,146.0,Oct,5.4,4978.0
377,394,395,PM Narendra Modi,350000000,280000000,330000000,10000000,200000000,Above Average,tt9558612,136.0,May,3.0,8954.0
378,395,396,Doctor Strange In The Multiverse Of Madness,54000000000,280000000,1470000000,31000000000,15000000000,Average,tt9419884,126.0,May,6.9,520759.0
379,396,397,Ishqiya,390000000,280000000,380000000,10000000,180000000,Hit,tt1345777,118.0,Jan,7.3,11059.0
380,397,398,Baazaar,400000000,280000000,360000000,40000000,350000000,Below Average,tt6514196,137.0,Oct,6.5,6293.0
381,398,399,Kyaa Kool Hain Hum 3,380000000,280000000,360000000,10000000,250000000,Average,tt5290620,124.0,Jan,2.0,4558.0
382,398,399,Kyaa Kool Hain Hum 3,380000000,280000000,360000000,10000000,250000000,Average,tt5290620,124.0,Jan,2.0,4558.0
384,400,401,No Problem,440000000,270000000,370000000,60000000,350000000,Flop,tt1431122,139.0,Dec,4.5,3078.0
385,402,403,Wake Up Sid,470000000,270000000,360000000,110000000,180000000,Hit,tt1324059,138.0,Oct,7.6,35031.0
386,403,404,No One Killed Jessica,430000000,270000000,370000000,60000000,150000000,Hit,tt1734110,136.0,Jan,7.2,12534.0
387,405,406,Sanam Re,390000000,270000000,370000000,10000000,250000000,Average,tt4262516,120.0,Feb,3.3,3583.0
388,406,407,Panga,400000000,270000000,320000000,80000000,490000000,Flop,tt8983166,131.0,Jan,6.8,7999.0
389,407,408,Dedh Ishqiya,430000000,270000000,360000000,60000000,350000000,Flop,tt2675978,152.0,Jan,7.0,7561.0
390,408,409,Sarbjit,410000000,270000000,360000000,40000000,300000000,Flop,tt5120640,131.0,May,7.3,5588.0
391,409,410,Force,400000000,270000000,360000000,30000000,280000000,Flop,tt1992138,137.0,Sep,6.5,8555.0
393,411,412,Jhoom Barabar Jhoom,480000000,270000000,360000000,110000000,250000000,Below Average,tt0833476,138.0,Jun,3.7,3539.0
394,412,413,Hate Story 2,360000000,260000000,360000000,0,150000000,Above Average,tt3619772,130.0,Jul,4.4,2471.0
395,413,414,Detective Byomkesh Bakshy,430000000,260000000,360000000,70000000,350000000,Flop,tt3447364,139.0,Apr,7.6,24626.0
397,415,416,Malamaal Weekly,410000000,260000000,360000000,50000000,60000000,SuperHit,tt0476805,137.0,Mar,7.0,8181.0
398,416,417,Raja Natwarlal,440000000,260000000,350000000,80000000,450000000,Disaster,tt3483712,141.0,Aug,6.2,4606.0
399,417,418,Singh Saab The Great,380000000,260000000,350000000,20000000,350000000,Flop,tt2437954,134.0,Nov,5.6,2542.0
400,418,419,Ek Paheli Leela,360000000,260000000,350000000,0,200000000,Average,tt4500734,145.0,Apr,3.8,1924.0
401,419,420,Fashion,380000000,260000000,350000000,30000000,180000000,Above Average,tt0964516,167.0,Oct,6.9,13380.0
402,420,421,The Hero: Love Story of a Spy,440000000,260000000,400000000,30000000,330000000,Below Average,tt0347167,160.0,Apr,5.5,2660.0
403,421,422,Salaam Namaste,550000000,260000000,350000000,200000000,100000000,Hit,tt0456165,158.0,Sep,6.2,8328.0
404,422,423,Khakee,450000000,250000000,340000000,100000000,260000000,Average,tt0347332,174.0,Jan,7.4,16868.0
405,423,424,Karan Arjun,360000000,250000000,340000000,20000000,60000000,Blockbuster,tt0113526,175.0,Jan,6.8,16327.0
406,424,425,Karthik Calling Karthik,380000000,250000000,340000000,30000000,200000000,Below Average,tt1373156,135.0,Feb,7.1,14429.0
407,425,426,Raabta,390000000,250000000,350000000,30000000,450000000,Flop,tt5542802,147.0,Jun,4.8,8759.0
409,427,428,Biwi No.1,490000000,250000000,430000000,60000000,120000000,SuperHit,tt0207341,159.0,May,5.7,6658.0
410,428,429,Maine Pyaar Kyun Kiya?,450000000,250000000,350000000,100000000,150000000,Above Average,tt0451803,145.0,Jul,5.6,5952.0
411,429,430,Ek Thi Daayan,400000000,250000000,340000000,50000000,240000000,Below Average,tt2406676,135.0,Apr,5.7,4659.0
412,430,431,Teri Meri Kahaani,510000000,250000000,340000000,170000000,350000000,Flop,tt2354407,117.0,Jun,4.9,4357.0
413,432,433,F.A.L.T.U,340000000,250000000,340000000,0,180000000,Average,tt1667076,120.0,Apr,4.8,3277.0
414,434,435,Daawat-E-Ishq,340000000,250000000,340000000,0,300000000,Flop,tt3398052,118.0,Sep,6.1,6218.0
415,435,436,Jazbaa,420000000,250000000,340000000,80000000,280000000,Flop,tt4323504,119.0,Oct,5.7,3712.0
416,436,437,Rock On!!,350000000,250000000,330000000,10000000,160000000,Hit,tt1230165,145.0,Aug,7.7,23015.0
417,437,438,Commando 2,390000000,250000000,330000000,50000000,260000000,Flop,tt5954088,144.0,Mar,5.4,4025.0
418,438,439,Rocky Handsome,350000000,250000000,330000000,10000000,400000000,Flop,tt3410408,119.0,Mar,6.8,9254.0
419,439,440,Gangs of Wasseypur,330000000,250000000,330000000,0,200000000,Average,tt1954470,321.0,Jun,8.2,106403.0
420,440,441,Go Goa Gone,380000000,240000000,330000000,40000000,190000000,Flop,tt2436516,111.0,May,6.7,15740.0
421,441,442,Jaan-E-Mann,450000000,240000000,330000000,120000000,250000000,Below Average,tt0456481,165.0,Oct,6.1,9309.0
422,442,443,Ishq,450000000,240000000,420000000,20000000,110000000,SuperHit,tt0133024,161.0,Nov,6.8,12119.0
423,443,444,Junglee,320000000,240000000,290000000,30000000,500000000,Flop,tt7463730,115.0,Mar,5.5,2337.0
424,445,446,Sarkar,380000000,240000000,330000000,40000000,130000000,Above Average,tt7715202,163.0,Nov,6.7,23180.0
425,446,447,Katti Batti,420000000,240000000,330000000,90000000,300000000,Flop,tt4467262,135.0,Sep,4.7,3301.0
426,447,448,Mr. X,370000000,240000000,330000000,30000000,350000000,Flop,tt3848938,133.0,Apr,3.7,2405.0
427,448,449,Khoobsurat,530000000,240000000,330000000,200000000,180000000,Average,tt3554418,130.0,Sep,6.4,9288.0
428,448,449,Khoobsurat,530000000,240000000,330000000,200000000,180000000,Average,tt3554418,130.0,Sep,6.4,9288.0
429,449,450,Indian,410000000,240000000,400000000,10000000,130000000,Hit,tt0116630,185.0,May,8.1,15423.0
430,450,451,Enthiran,2910000000,240000000,2160000000,750000000,1320000000,All Time Blockbuster,tt1305797,174.0,Oct,7.1,31156.0
431,451,452,D Day,390000000,230000000,320000000,70000000,260000000,Flop,tt2385104,153.0,Jul,7.2,10371.0
432,452,453,Bombay Velvet,430000000,230000000,310000000,110000000,1150000000,Disaster,tt2979920,149.0,May,5.5,6527.0
433,453,454,Saand Ki Aankh,310000000,230000000,280000000,30000000,200000000,Above Average,tt8108206,146.0,Oct,7.5,6101.0
434,454,455,Bhoothnath,370000000,230000000,310000000,50000000,200000000,Average,tt0991346,150.0,May,6.4,11813.0
435,455,456,OK Jaanu,390000000,230000000,320000000,60000000,270000000,Flop,tt5764024,135.0,Jan,5.3,5104.0
436,456,457,Lakshya,400000000,230000000,320000000,70000000,300000000,Flop,tt0323013,186.0,Jun,7.8,26869.0
437,457,458,Dil Bole Hadippa!,430000000,230000000,310000000,110000000,250000000,Flop,tt1202540,148.0,Sep,4.7,4805.0
438,458,459,Thackeray,500000000,230000000,460000000,40000000,400000000,Above Average,tt7777196,120.0,Jan,5.4,3808.0
439,459,460,Dus,370000000,230000000,310000000,60000000,210000000,Average,tt13782010,147.0,Jul,5.5,162.0
440,460,461,Omkara,410000000,230000000,310000000,100000000,250000000,Flop,tt0488414,155.0,Jul,8.0,22379.0
441,461,462,Black,390000000,230000000,320000000,70000000,200000000,Average,tt0375611,122.0,Feb,8.1,36621.0
442,462,463,Munna Bhai M.B.B.S.,340000000,220000000,310000000,30000000,100000000,Hit,tt0374887,156.0,Dec,8.1,91098.0
